SpeciesId;BreedId;PetType;Name;Icon;BaseHealth;BasePower;BaseSpeed;Level25Health;Level25Power;Level25Speed
410 ;13 ;Critter;Wharf Rat;inv_misc_monstertail_03;8.5;8;9;1481 ;260 ;293 
410 ;15 ;Critter;Wharf Rat;inv_misc_monstertail_03;8;7.5;10.5;1400 ;244 ;341 
410 ;19 ;Critter;Wharf Rat;inv_misc_monstertail_03;8.9;7.5;9.4;1546 ;244 ;305 
410 ;21 ;Critter;Wharf Rat;inv_misc_monstertail_03;8.4;7.9;9.4;1465 ;257 ;305 
411 ;3 ;Beast;Baby Ape;inv_pet_achievement_winapetbattle;8.5;8.5;8.5;1481 ;276 ;276 
411 ;4 ;Beast;Baby Ape;inv_pet_achievement_winapetbattle;8;10;8;1400 ;325 ;260 
411 ;13 ;Beast;Baby Ape;inv_pet_achievement_winapetbattle;8.5;8.5;8.5;1481 ;276 ;276 
411 ;14 ;Beast;Baby Ape;inv_pet_achievement_winapetbattle;8;10;8;1400 ;325 ;260 
412 ;11 ;Beast;Spider;ability_hunter_pet_spider;7.4;8.9;9.4;1303 ;289 ;305 
412 ;13 ;Beast;Spider;ability_hunter_pet_spider;7.5;9;9;1319 ;293 ;293 
412 ;15 ;Beast;Spider;ability_hunter_pet_spider;7;8.5;10.5;1238 ;276 ;341 
414 ;3 ;Beast;Scorpid;ability_hunter_pet_scorpid;8.5;8.5;8.5;1481 ;276 ;276 
414 ;8 ;Beast;Scorpid;ability_hunter_pet_scorpid;8;8.9;8.9;1400 ;289 ;289 
414 ;13 ;Beast;Scorpid;ability_hunter_pet_scorpid;8.5;8.5;8.5;1481 ;276 ;276 
414 ;18 ;Beast;Scorpid;ability_hunter_pet_scorpid;8;8.9;8.9;1400 ;289 ;289 
415 ;6 ;Critter;Fire Beetle;inv_inscription_pigment_bug04;9.5;8.5;8;1644 ;276 ;260 
415 ;7 ;Critter;Fire Beetle;inv_inscription_pigment_bug04;8.4;9.4;8;1465 ;305 ;260 
415 ;9 ;Critter;Fire Beetle;inv_inscription_pigment_bug04;8.4;8.5;8.9;1465 ;276 ;289 
415 ;16 ;Critter;Fire Beetle;inv_inscription_pigment_bug04;9.5;8.5;8;1644 ;276 ;260 
415 ;17 ;Critter;Fire Beetle;inv_inscription_pigment_bug04;8.4;9.4;8;1465 ;305 ;260 
415 ;19 ;Critter;Fire Beetle;inv_inscription_pigment_bug04;8.4;8.5;8.9;1465 ;276 ;289 
416 ;3 ;Beast;Scorpling;ability_hunter_pet_scorpid;8.5;8.5;8.5;1481 ;276 ;276 
416 ;5 ;Beast;Scorpling;ability_hunter_pet_scorpid;8;8;10;1400 ;260 ;325 
416 ;8 ;Beast;Scorpling;ability_hunter_pet_scorpid;8;8.9;8.9;1400 ;289 ;289 
416 ;13 ;Beast;Scorpling;ability_hunter_pet_scorpid;8.5;8.5;8.5;1481 ;276 ;276 
416 ;15 ;Beast;Scorpling;ability_hunter_pet_scorpid;8;8;10;1400 ;260 ;325 
416 ;18 ;Beast;Scorpling;ability_hunter_pet_scorpid;8;8.9;8.9;1400 ;289 ;289 
417 ;3 ;Critter;Rat;inv_misc_monstertail_03;8.5;8;9;1481 ;260 ;293 
417 ;5 ;Critter;Rat;inv_misc_monstertail_03;8;7.5;10.5;1400 ;244 ;341 
417 ;9 ;Critter;Rat;inv_misc_monstertail_03;8.9;7.5;9.4;1546 ;244 ;305 
417 ;11 ;Critter;Rat;inv_misc_monstertail_03;8.4;7.9;9.4;1465 ;257 ;305 
417 ;13 ;Critter;Rat;inv_misc_monstertail_03;8.5;8;9;1481 ;260 ;293 
417 ;15 ;Critter;Rat;inv_misc_monstertail_03;8;7.5;10.5;1400 ;244 ;341 
417 ;19 ;Critter;Rat;inv_misc_monstertail_03;8.9;7.5;9.4;1546 ;244 ;305 
417 ;21 ;Critter;Rat;inv_misc_monstertail_03;8.4;7.9;9.4;1465 ;257 ;305 
418 ;3 ;Beast;Water Snake;ability_hunter_snaketrap;8;8.5;9;1400 ;276 ;293 
418 ;11 ;Beast;Water Snake;ability_hunter_snaketrap;7.9;8.4;9.4;1384 ;273 ;305 
418 ;13 ;Beast;Water Snake;ability_hunter_snaketrap;8;8.5;9;1400 ;276 ;293 
418 ;21 ;Beast;Water Snake;ability_hunter_snaketrap;7.9;8.4;9.4;1384 ;273 ;305 
419 ;3 ;Aquatic;Small Frog;spell_shaman_hex;9;8;8.5;1563 ;260 ;276 
419 ;11 ;Aquatic;Small Frog;spell_shaman_hex;8.9;7.9;8.9;1546 ;257 ;289 
419 ;13 ;Aquatic;Small Frog;spell_shaman_hex;9;8;8.5;1563 ;260 ;276 
419 ;21 ;Aquatic;Small Frog;spell_shaman_hex;8.9;7.9;8.9;1546 ;257 ;289 
420 ;3 ;Aquatic;Toad;spell_shaman_hex;9;8;8.5;1563 ;260 ;276 
420 ;7 ;Aquatic;Toad;spell_shaman_hex;9.4;8.4;8;1628 ;273 ;260 
420 ;12 ;Aquatic;Toad;spell_shaman_hex;9.4;7.9;8.4;1628 ;257 ;273 
420 ;13 ;Aquatic;Toad;spell_shaman_hex;9;8;8.5;1563 ;260 ;276 
420 ;17 ;Aquatic;Toad;spell_shaman_hex;9.4;8.4;8;1628 ;273 ;260 
420 ;22 ;Aquatic;Toad;spell_shaman_hex;9.4;7.9;8.4;1628 ;257 ;273 
421 ;3 ;Flying;Crimson Moth;ability_hunter_pet_moth;8.5;9;8;1481 ;293 ;260 
421 ;9 ;Flying;Crimson Moth;ability_hunter_pet_moth;8.9;8.5;8.4;1546 ;276 ;273 
421 ;12 ;Flying;Crimson Moth;ability_hunter_pet_moth;8.9;8.9;7.9;1546 ;289 ;257 
421 ;13 ;Flying;Crimson Moth;ability_hunter_pet_moth;8.5;9;8;1481 ;293 ;260 
421 ;19 ;Flying;Crimson Moth;ability_hunter_pet_moth;8.9;8.5;8.4;1546 ;276 ;273 
421 ;22 ;Flying;Crimson Moth;ability_hunter_pet_moth;8.9;8.9;7.9;1546 ;289 ;257 
422 ;3 ;Beast;Moccasin;ability_hunter_snaketrap;8;9;8.5;1400 ;293 ;276 
422 ;5 ;Beast;Moccasin;ability_hunter_snaketrap;7.5;8.5;10;1319 ;276 ;325 
422 ;8 ;Beast;Moccasin;ability_hunter_snaketrap;7.5;9.4;8.9;1319 ;305 ;289 
422 ;13 ;Beast;Moccasin;ability_hunter_snaketrap;8;9;8.5;1400 ;293 ;276 
422 ;15 ;Beast;Moccasin;ability_hunter_snaketrap;7.5;8.5;10;1319 ;276 ;325 
422 ;18 ;Beast;Moccasin;ability_hunter_snaketrap;7.5;9.4;8.9;1319 ;305 ;289 
423 ;3 ;Elemental;Lava Crab;ability_hunter_pet_crab;9;9;7.5;1563 ;293 ;244 
423 ;6 ;Elemental;Lava Crab;ability_hunter_pet_crab;10.5;8.5;7;1806 ;276 ;228 
423 ;9 ;Elemental;Lava Crab;ability_hunter_pet_crab;9.4;8.5;7.9;1628 ;276 ;257 
424 ;5 ;Critter;Roach;inv_pet_cockroach;8.5;7;10.5;1481 ;228 ;341 
424 ;6 ;Critter;Roach;inv_pet_cockroach;10.5;7;8.5;1806 ;228 ;276 
424 ;7 ;Critter;Roach;inv_pet_cockroach;9.4;7.9;8.5;1628 ;257 ;276 
424 ;9 ;Critter;Roach;inv_pet_cockroach;9.4;7;9.4;1628 ;228 ;305 
424 ;11 ;Critter;Roach;inv_pet_cockroach;8.9;7.4;9.4;1546 ;241 ;305 
424 ;12 ;Critter;Roach;inv_pet_cockroach;9.4;7.4;8.9;1628 ;241 ;289 
424 ;15 ;Critter;Roach;inv_pet_cockroach;8.5;7;10.5;1481 ;228 ;341 
424 ;16 ;Critter;Roach;inv_pet_cockroach;10.5;7;8.5;1806 ;228 ;276 
424 ;17 ;Critter;Roach;inv_pet_cockroach;9.4;7.9;8.5;1628 ;257 ;276 
424 ;19 ;Critter;Roach;inv_pet_cockroach;9.4;7;9.4;1628 ;228 ;305 
424 ;21 ;Critter;Roach;inv_pet_cockroach;8.9;7.4;9.4;1546 ;241 ;305 
424 ;22 ;Critter;Roach;inv_pet_cockroach;9.4;7.4;8.9;1628 ;241 ;289 
425 ;3 ;Beast;Ash Viper;ability_hunter_snaketrap;8;8.5;9;1400 ;276 ;293 
425 ;8 ;Beast;Ash Viper;ability_hunter_snaketrap;7.5;8.9;9.4;1319 ;289 ;305 
425 ;10 ;Beast;Ash Viper;ability_hunter_snaketrap;7.9;8.9;8.9;1384 ;289 ;289 
425 ;13 ;Beast;Ash Viper;ability_hunter_snaketrap;8;8.5;9;1400 ;276 ;293 
425 ;18 ;Beast;Ash Viper;ability_hunter_snaketrap;7.5;8.9;9.4;1319 ;289 ;305 
425 ;20 ;Beast;Ash Viper;ability_hunter_snaketrap;7.9;8.9;8.9;1384 ;289 ;289 
427 ;9 ;Beast;Ash Spiderling;ability_hunter_pet_spider;7.9;8.5;9.4;1384 ;276 ;305 
427 ;13 ;Beast;Ash Spiderling;ability_hunter_pet_spider;7.5;9;9;1319 ;293 ;293 
427 ;19 ;Beast;Ash Spiderling;ability_hunter_pet_spider;7.9;8.5;9.4;1384 ;276 ;305 
428 ;11 ;Beast;Molten Hatchling;ability_hunter_pet_spider;7.4;8.9;9.4;1303 ;289 ;305 
428 ;13 ;Beast;Molten Hatchling;ability_hunter_pet_spider;7.5;9;9;1319 ;293 ;293 
428 ;15 ;Beast;Molten Hatchling;ability_hunter_pet_spider;7;8.5;10.5;1238 ;276 ;341 
428 ;18 ;Beast;Molten Hatchling;ability_hunter_pet_spider;7;9.4;9.4;1238 ;305 ;305 
428 ;21 ;Beast;Molten Hatchling;ability_hunter_pet_spider;7.4;8.9;9.4;1303 ;289 ;305 
429 ;4 ;Critter;Lava Beetle;inv_inscription_pigment_bug04;7.5;10.5;8;1319 ;341 ;260 
429 ;6 ;Critter;Lava Beetle;inv_inscription_pigment_bug04;9.5;8.5;8;1644 ;276 ;260 
429 ;7 ;Critter;Lava Beetle;inv_inscription_pigment_bug04;8.4;9.4;8;1465 ;305 ;260 
429 ;9 ;Critter;Lava Beetle;inv_inscription_pigment_bug04;8.4;8.5;8.9;1465 ;276 ;289 
429 ;14 ;Critter;Lava Beetle;inv_inscription_pigment_bug04;7.5;10.5;8;1319 ;341 ;260 
429 ;16 ;Critter;Lava Beetle;inv_inscription_pigment_bug04;9.5;8.5;8;1644 ;276 ;260 
429 ;17 ;Critter;Lava Beetle;inv_inscription_pigment_bug04;8.4;9.4;8;1465 ;305 ;260 
429 ;19 ;Critter;Lava Beetle;inv_inscription_pigment_bug04;8.4;8.5;8.9;1465 ;276 ;289 
430 ;5 ;Critter;Gold Beetle;inv_inscription_pigment_bug04;8;8.5;9.5;1400 ;276 ;309 
430 ;15 ;Critter;Gold Beetle;inv_inscription_pigment_bug04;8;8.5;9.5;1400 ;276 ;309 
431 ;8 ;Beast;Rattlesnake;ability_hunter_snaketrap;7.5;8.9;9.4;1319 ;289 ;305 
431 ;9 ;Beast;Rattlesnake;ability_hunter_snaketrap;8.4;8;9.4;1465 ;260 ;305 
431 ;18 ;Beast;Rattlesnake;ability_hunter_snaketrap;7.5;8.9;9.4;1319 ;289 ;305 
431 ;19 ;Beast;Rattlesnake;ability_hunter_snaketrap;8.4;8;9.4;1465 ;260 ;305 
432 ;3 ;Beast;Stripe-Tailed Scorpid;ability_hunter_pet_scorpid;8.5;8.5;8.5;1481 ;276 ;276 
432 ;8 ;Beast;Stripe-Tailed Scorpid;ability_hunter_pet_scorpid;8;8.9;8.9;1400 ;289 ;289 
432 ;13 ;Beast;Stripe-Tailed Scorpid;ability_hunter_pet_scorpid;8.5;8.5;8.5;1481 ;276 ;276 
432 ;18 ;Beast;Stripe-Tailed Scorpid;ability_hunter_pet_scorpid;8;8.9;8.9;1400 ;289 ;289 
433 ;3 ;Beast;Spiky Lizard;trade_archaeology_trolllizardfootcharm;8;8.5;9;1400 ;276 ;293 
433 ;5 ;Beast;Spiky Lizard;trade_archaeology_trolllizardfootcharm;7.5;8;10.5;1319 ;260 ;341 
433 ;7 ;Beast;Spiky Lizard;trade_archaeology_trolllizardfootcharm;8.4;8.9;8.5;1465 ;289 ;276 
433 ;13 ;Beast;Spiky Lizard;trade_archaeology_trolllizardfootcharm;8;8.5;9;1400 ;276 ;293 
433 ;15 ;Beast;Spiky Lizard;trade_archaeology_trolllizardfootcharm;7.5;8;10.5;1319 ;260 ;341 
433 ;17 ;Beast;Spiky Lizard;trade_archaeology_trolllizardfootcharm;8.4;8.9;8.5;1465 ;289 ;276 
437 ;3 ;Beast;Little Black Ram;ability_mount_mountainram;8.5;8.5;8.5;1481 ;276 ;276 
437 ;10 ;Beast;Little Black Ram;ability_mount_mountainram;8.4;8.9;8.4;1465 ;289 ;273 
438 ;6 ;Beast;King Snake;spell_nature_guardianward;9.5;8;8.5;1644 ;260 ;276 
438 ;9 ;Beast;King Snake;spell_nature_guardianward;8.4;8;9.4;1465 ;260 ;305 
438 ;16 ;Beast;King Snake;spell_nature_guardianward;9.5;8;8.5;1644 ;260 ;276 
438 ;19 ;Beast;King Snake;spell_nature_guardianward;8.4;8;9.4;1465 ;260 ;305 
439 ;6 ;Undead;Restless Shadeling;ability_druid_dreamstate;10.5;8;7.5;1806 ;260 ;244 
439 ;9 ;Undead;Restless Shadeling;ability_druid_dreamstate;9.4;8;8.4;1628 ;260 ;273 
439 ;16 ;Undead;Restless Shadeling;ability_druid_dreamstate;10.5;8;7.5;1806 ;260 ;244 
439 ;19 ;Undead;Restless Shadeling;ability_druid_dreamstate;9.4;8;8.4;1628 ;260 ;273 
440 ;3 ;Beast;Snow Cub;ability_mount_pinktiger;8.5;8.5;8.5;1481 ;276 ;276 
440 ;4 ;Beast;Snow Cub;ability_mount_pinktiger;8;10;8;1400 ;325 ;260 
440 ;8 ;Beast;Snow Cub;ability_mount_pinktiger;8;8.9;8.9;1400 ;289 ;289 
440 ;13 ;Beast;Snow Cub;ability_mount_pinktiger;8.5;8.5;8.5;1481 ;276 ;276 
440 ;14 ;Beast;Snow Cub;ability_mount_pinktiger;8;10;8;1400 ;325 ;260 
440 ;18 ;Beast;Snow Cub;ability_mount_pinktiger;8;8.9;8.9;1400 ;289 ;289 
441 ;5 ;Critter;Alpine Hare;inv_misc_rabbit;8;7;11;1400 ;228 ;358 
441 ;7 ;Critter;Alpine Hare;inv_misc_rabbit;8.9;7.9;9;1546 ;257 ;293 
441 ;9 ;Critter;Alpine Hare;inv_misc_rabbit;8.9;7;9.9;1546 ;228 ;322 
441 ;15 ;Critter;Alpine Hare;inv_misc_rabbit;8;7;11;1400 ;228 ;358 
441 ;17 ;Critter;Alpine Hare;inv_misc_rabbit;8.9;7.9;9;1546 ;257 ;293 
441 ;19 ;Critter;Alpine Hare;inv_misc_rabbit;8.9;7;9.9;1546 ;228 ;322 
442 ;6 ;Critter;Irradiated Roach;inv_pet_cockroach;11;6.5;8.5;1888 ;211 ;276 
442 ;7 ;Critter;Irradiated Roach;inv_pet_cockroach;9.9;7.4;8.5;1709 ;240 ;276 
442 ;9 ;Critter;Irradiated Roach;inv_pet_cockroach;9.9;6.5;9.4;1709 ;211 ;305 
442 ;12 ;Critter;Irradiated Roach;inv_pet_cockroach;9.9;6.9;8.9;1709 ;224 ;289 
442 ;16 ;Critter;Irradiated Roach;inv_pet_cockroach;11;6.5;8.5;1888 ;211 ;276 
442 ;17 ;Critter;Irradiated Roach;inv_pet_cockroach;9.9;7.4;8.5;1709 ;240 ;276 
442 ;19 ;Critter;Irradiated Roach;inv_pet_cockroach;9.9;6.5;9.4;1709 ;211 ;305 
442 ;22 ;Critter;Irradiated Roach;inv_pet_cockroach;9.9;6.9;8.9;1709 ;224 ;289 
443 ;3 ;Critter;Grasslands Cottontail;inv_misc_rabbit;8.5;8.5;8.5;1481 ;276 ;276 
443 ;5 ;Critter;Grasslands Cottontail;inv_misc_rabbit;8;8;10;1400 ;260 ;325 
443 ;7 ;Critter;Grasslands Cottontail;inv_misc_rabbit;8.9;8.9;8;1546 ;289 ;260 
443 ;9 ;Critter;Grasslands Cottontail;inv_misc_rabbit;8.9;8;8.9;1546 ;260 ;289 
443 ;11 ;Critter;Grasslands Cottontail;inv_misc_rabbit;8.4;8.4;8.9;1465 ;273 ;289 
443 ;12 ;Critter;Grasslands Cottontail;inv_misc_rabbit;8.9;8.4;8.4;1546 ;273 ;273 
443 ;13 ;Critter;Grasslands Cottontail;inv_misc_rabbit;8.5;8.5;8.5;1481 ;276 ;276 
443 ;17 ;Critter;Grasslands Cottontail;inv_misc_rabbit;8.9;8.9;8;1546 ;289 ;260 
443 ;19 ;Critter;Grasslands Cottontail;inv_misc_rabbit;8.9;8;8.9;1546 ;260 ;289 
443 ;21 ;Critter;Grasslands Cottontail;inv_misc_rabbit;8.4;8.4;8.9;1465 ;273 ;289 
443 ;22 ;Critter;Grasslands Cottontail;inv_misc_rabbit;8.9;8.4;8.4;1546 ;273 ;273 
445 ;6 ;Elemental;Tiny Twister;ability_druid_galewinds;10;8;8;1725 ;260 ;260 
445 ;7 ;Elemental;Tiny Twister;ability_druid_galewinds;8.9;8.9;8;1546 ;289 ;260 
445 ;9 ;Elemental;Tiny Twister;ability_druid_galewinds;8.9;8;8.9;1546 ;260 ;289 
445 ;10 ;Elemental;Tiny Twister;ability_druid_galewinds;8.4;8.9;8.4;1465 ;289 ;273 
446 ;3 ;Magic;Jade Oozeling;inv_misc_slime_01;9;8.5;8;1563 ;276 ;260 
446 ;4 ;Magic;Jade Oozeling;inv_misc_slime_01;8.5;10;7.5;1481 ;325 ;244 
446 ;6 ;Magic;Jade Oozeling;inv_misc_slime_01;10.5;8;7.5;1806 ;260 ;244 
446 ;9 ;Magic;Jade Oozeling;inv_misc_slime_01;9.4;8;8.4;1628 ;260 ;273 
447 ;3 ;Critter;Fawn;inv_pet_fawn;8.5;8;9;1481 ;260 ;293 
447 ;5 ;Critter;Fawn;inv_pet_fawn;8;7.5;10.5;1400 ;244 ;341 
447 ;9 ;Critter;Fawn;inv_pet_fawn;8.9;7.5;9.4;1546 ;244 ;305 
447 ;11 ;Critter;Fawn;inv_pet_fawn;8.4;7.9;9.4;1465 ;257 ;305 
447 ;12 ;Critter;Fawn;inv_pet_fawn;8.9;7.9;8.9;1546 ;257 ;289 
447 ;13 ;Critter;Fawn;inv_pet_fawn;8.5;8;9;1481 ;260 ;293 
447 ;15 ;Critter;Fawn;inv_pet_fawn;8;7.5;10.5;1400 ;244 ;341 
447 ;19 ;Critter;Fawn;inv_pet_fawn;8.9;7.5;9.4;1546 ;244 ;305 
447 ;21 ;Critter;Fawn;inv_pet_fawn;8.4;7.9;9.4;1465 ;257 ;305 
447 ;22 ;Critter;Fawn;inv_pet_fawn;8.9;7.9;8.9;1546 ;257 ;289 
448 ;3 ;Critter;Hare;inv_misc_rabbit;8.5;7.5;9.5;1481 ;244 ;309 
448 ;5 ;Critter;Hare;inv_misc_rabbit;8;7;11;1400 ;228 ;358 
448 ;7 ;Critter;Hare;inv_misc_rabbit;8.9;7.9;9;1546 ;257 ;293 
448 ;9 ;Critter;Hare;inv_misc_rabbit;8.9;7;9.9;1546 ;228 ;322 
448 ;11 ;Critter;Hare;inv_misc_rabbit;8.4;7.4;9.9;1465 ;241 ;322 
448 ;12 ;Critter;Hare;inv_misc_rabbit;8.9;7.4;9.4;1546 ;241 ;306 
448 ;13 ;Critter;Hare;inv_misc_rabbit;8.5;7.5;9.5;1481 ;244 ;309 
448 ;17 ;Critter;Hare;inv_misc_rabbit;8.9;7.9;9;1546 ;257 ;293 
448 ;19 ;Critter;Hare;inv_misc_rabbit;8.9;7;9.9;1546 ;228 ;322 
448 ;21 ;Critter;Hare;inv_misc_rabbit;8.4;7.4;9.9;1465 ;241 ;322 
448 ;22 ;Critter;Hare;inv_misc_rabbit;8.9;7.4;9.4;1546 ;241 ;306 
449 ;3 ;Critter;Brown Marmot;inv_pet_prairiedog;8.5;8.5;8.5;1481 ;276 ;276 
449 ;5 ;Critter;Brown Marmot;inv_pet_prairiedog;8;8;10;1400 ;260 ;325 
449 ;11 ;Critter;Brown Marmot;inv_pet_prairiedog;8.4;8.4;8.9;1465 ;273 ;289 
449 ;13 ;Critter;Brown Marmot;inv_pet_prairiedog;8.5;8.5;8.5;1481 ;276 ;276 
449 ;15 ;Critter;Brown Marmot;inv_pet_prairiedog;8;8;10;1400 ;260 ;325 
449 ;21 ;Critter;Brown Marmot;inv_pet_prairiedog;8.4;8.4;8.9;1465 ;273 ;289 
450 ;3 ;Beast;Maggot;inv_misc_food_vendor_boiledsilkwormpupa;9.5;8.5;7.5;1644 ;276 ;244 
450 ;6 ;Beast;Maggot;inv_misc_food_vendor_boiledsilkwormpupa;11;8;7;1888 ;260 ;228 
450 ;13 ;Beast;Maggot;inv_misc_food_vendor_boiledsilkwormpupa;9.5;8.5;7.5;1644 ;276 ;244 
450 ;16 ;Beast;Maggot;inv_misc_food_vendor_boiledsilkwormpupa;11;8;7;1888 ;260 ;228 
452 ;3 ;Critter;Red-Tailed Chipmunk;inv_misc_monstertail_01;8.5;8.5;8.5;1481 ;276 ;276 
452 ;5 ;Critter;Red-Tailed Chipmunk;inv_misc_monstertail_01;8;8;10;1400 ;260 ;325 
452 ;10 ;Critter;Red-Tailed Chipmunk;inv_misc_monstertail_01;8.4;8.9;8.4;1465 ;289 ;273 
452 ;11 ;Critter;Red-Tailed Chipmunk;inv_misc_monstertail_01;8.4;8.4;8.9;1465 ;273 ;289 
452 ;12 ;Critter;Red-Tailed Chipmunk;inv_misc_monstertail_01;8.9;8.4;8.4;1546 ;273 ;273 
452 ;13 ;Critter;Red-Tailed Chipmunk;inv_misc_monstertail_01;8.5;8.5;8.5;1481 ;276 ;276 
452 ;15 ;Critter;Red-Tailed Chipmunk;inv_misc_monstertail_01;8;8;10;1400 ;260 ;325 
452 ;20 ;Critter;Red-Tailed Chipmunk;inv_misc_monstertail_01;8.4;8.9;8.4;1465 ;289 ;273 
452 ;21 ;Critter;Red-Tailed Chipmunk;inv_misc_monstertail_01;8.4;8.4;8.9;1465 ;273 ;289 
452 ;22 ;Critter;Red-Tailed Chipmunk;inv_misc_monstertail_01;8.9;8.4;8.4;1546 ;273 ;273 
453 ;6 ;Undead;Infested Bear Cub;inv_pet_diseasedbearcub;11;8;7;1888 ;260 ;228 
453 ;7 ;Undead;Infested Bear Cub;inv_pet_diseasedbearcub;9.9;8.9;7;1709 ;289 ;228 
453 ;16 ;Undead;Infested Bear Cub;inv_pet_diseasedbearcub;11;8;7;1888 ;260 ;228 
453 ;17 ;Undead;Infested Bear Cub;inv_pet_diseasedbearcub;9.9;8.9;7;1709 ;289 ;228 
454 ;3 ;Critter;Undercity Rat;inv_misc_monstertail_03;8.5;8;9;1481 ;260 ;293 
454 ;5 ;Critter;Undercity Rat;inv_misc_monstertail_03;8;7.5;10.5;1400 ;244 ;341 
454 ;9 ;Critter;Undercity Rat;inv_misc_monstertail_03;8.9;7.5;9.4;1546 ;244 ;305 
454 ;11 ;Critter;Undercity Rat;inv_misc_monstertail_03;8.4;7.9;9.4;1465 ;257 ;305 
454 ;13 ;Critter;Undercity Rat;inv_misc_monstertail_03;8.5;8;9;1481 ;260 ;293 
454 ;15 ;Critter;Undercity Rat;inv_misc_monstertail_03;8;7.5;10.5;1400 ;244 ;341 
454 ;19 ;Critter;Undercity Rat;inv_misc_monstertail_03;8.9;7.5;9.4;1546 ;244 ;305 
454 ;21 ;Critter;Undercity Rat;inv_misc_monstertail_03;8.4;7.9;9.4;1465 ;257 ;305 
455 ;7 ;Undead;Blighted Squirrel;inv_pet_diseasedsquirrel;8.9;8.9;8;1546 ;289 ;260 
455 ;8 ;Undead;Blighted Squirrel;inv_pet_diseasedsquirrel;8;8.9;8.9;1400 ;289 ;289 
455 ;10 ;Undead;Blighted Squirrel;inv_pet_diseasedsquirrel;8.4;8.9;8.4;1465 ;289 ;273 
455 ;17 ;Undead;Blighted Squirrel;inv_pet_diseasedsquirrel;8.9;8.9;8;1546 ;289 ;260 
455 ;18 ;Undead;Blighted Squirrel;inv_pet_diseasedsquirrel;8;8.9;8.9;1400 ;289 ;289 
455 ;20 ;Undead;Blighted Squirrel;inv_pet_diseasedsquirrel;8.4;8.9;8.4;1465 ;289 ;273 
456 ;3 ;Undead;Blighthawk;inv_pet_undeadeagle;8.5;9;8;1481 ;293 ;260 
456 ;6 ;Undead;Blighthawk;inv_pet_undeadeagle;10;8.5;7.5;1725 ;276 ;244 
456 ;7 ;Undead;Blighthawk;inv_pet_undeadeagle;8.9;9.4;7.5;1546 ;305 ;244 
456 ;8 ;Undead;Blighthawk;inv_pet_undeadeagle;8;9.4;8.4;1400 ;305 ;273 
456 ;13 ;Undead;Blighthawk;inv_pet_undeadeagle;8.5;9;8;1481 ;293 ;260 
456 ;16 ;Undead;Blighthawk;inv_pet_undeadeagle;10;8.5;7.5;1725 ;276 ;244 
456 ;17 ;Undead;Blighthawk;inv_pet_undeadeagle;8.9;9.4;7.5;1546 ;305 ;244 
456 ;18 ;Undead;Blighthawk;inv_pet_undeadeagle;8;9.4;8.4;1400 ;305 ;273 
457 ;6 ;Beast;Festering Maggot;ability_hunter_pet_worm;11;8;7;1888 ;260 ;228 
457 ;9 ;Beast;Festering Maggot;ability_hunter_pet_worm;9.9;8;7.9;1709 ;260 ;257 
457 ;16 ;Beast;Festering Maggot;ability_hunter_pet_worm;11;8;7;1888 ;260 ;228 
457 ;19 ;Beast;Festering Maggot;ability_hunter_pet_worm;9.9;8;7.9;1709 ;260 ;257 
458 ;3 ;Undead;Lost of Lordaeron;achievement_halloween_ghost_01;9;9;7.5;1563 ;293 ;244 
458 ;6 ;Undead;Lost of Lordaeron;achievement_halloween_ghost_01;10.5;8.5;7;1806 ;276 ;228 
458 ;13 ;Undead;Lost of Lordaeron;achievement_halloween_ghost_01;9;9;7.5;1563 ;293 ;244 
458 ;16 ;Undead;Lost of Lordaeron;achievement_halloween_ghost_01;10.5;8.5;7;1806 ;276 ;228 
459 ;3 ;Beast;Cat;ability_hunter_catlikereflexes;7.5;9;9;1319 ;293 ;293 
459 ;5 ;Beast;Cat;ability_hunter_catlikereflexes;7;8.5;10.5;1238 ;276 ;341 
459 ;8 ;Beast;Cat;ability_hunter_catlikereflexes;7;9.4;9.4;1238 ;305 ;305 
459 ;11 ;Beast;Cat;ability_hunter_catlikereflexes;7.4;8.9;9.4;1303 ;289 ;305 
459 ;13 ;Beast;Cat;ability_hunter_catlikereflexes;7.5;9;9;1319 ;293 ;293 
459 ;15 ;Beast;Cat;ability_hunter_catlikereflexes;7;8.5;10.5;1238 ;276 ;341 
459 ;18 ;Beast;Cat;ability_hunter_catlikereflexes;7;9.4;9.4;1238 ;305 ;305 
459 ;21 ;Beast;Cat;ability_hunter_catlikereflexes;7.4;8.9;9.4;1303 ;289 ;305 
460 ;3 ;Elemental;Ruby Sapling;ability_druid_forceofnature;8;9;8.5;1400 ;293 ;276 
460 ;6 ;Elemental;Ruby Sapling;ability_druid_forceofnature;9.5;8.5;8;1644 ;276 ;260 
460 ;9 ;Elemental;Ruby Sapling;ability_druid_forceofnature;8.4;8.5;8.9;1465 ;276 ;289 
461 ;3 ;Beast;Larva;inv_misc_food_vendor_boiledsilkwormpupa;9.5;8.5;7.5;1644 ;276 ;244 
461 ;13 ;Beast;Larva;inv_misc_food_vendor_boiledsilkwormpupa;9.5;8.5;7.5;1644 ;276 ;244 
463 ;6 ;Undead;Spirit Crab;inv_jewelcrafting_truesilvercrab;11;9;6;1888 ;293 ;195 
463 ;9 ;Undead;Spirit Crab;inv_jewelcrafting_truesilvercrab;9.9;9;6.9;1709 ;293 ;224 
